employee_name,gender,start_leave_date,to_leave_date,leave_type,manager_name,team_name
'Aldwin Lowry',female,2023-04-07,2023-04-07,'Sick Leave','Brenda Jefferson',dev ops
'Aldwin Lowry',female,2023-01-16,2023-01-17,'Casual Leave','Brenda Jefferson',dev ops
'Aldwin Lowry',female,2023-05-24,2023-05-25,'Casual Leave','Brenda Jefferson',dev ops
'Aldwin Lowry',female,2023-02-02,2023-02-03,'Earned leave','Brenda Jefferson',dev ops
'Aldwin Lowry',female,2023-01-18,2023-01-20,'Casual Leave','Brenda Jefferson',dev ops
'Aldwin Lowry',female,2023-06-06,2023-06-07,'Casual Leave','Brenda Jefferson',dev ops
'Aldwin Lowry',female,2023-04-21,2023-04-23,'Sick Leave','Brenda Jefferson',dev ops
'Aldwin Lowry',female,2023-06-27,2023-06-28,'Earned leave','Brenda Jefferson',dev ops
'Aldwin Lowry',female,2023-01-02,2023-01-02,'Sick Leave','Brenda Jefferson',dev ops
'Aldwin Lowry',female,2022-10-28,2022-10-30,'Sick Leave','Brenda Jefferson',dev ops
'Aldwin Lowry',female,2022-09-30,2022-09-30,'Casual Leave','Brenda Jefferson',dev ops
'Aldwin Lowry',female,2022-09-12,2022-09-13,'Casual Leave','Brenda Jefferson',dev ops
'Aldwin Lowry',female,2022-10-11,2022-10-12,'Sick Leave','Brenda Jefferson',dev ops
'Aldwin Lowry',female,2022-08-07,2022-08-09,'Sick Leave','Brenda Jefferson',dev ops
'Aldwin Lowry',female,2022-08-07,2022-08-08,'Earned leave','Brenda Jefferson',dev ops
'Aldwin Lowry',female,2022-10-13,2022-10-15,'Casual Leave','Brenda Jefferson',dev ops
'Aldwin Lowry',female,2022-11-25,2022-11-26,'Sick Leave','Brenda Jefferson',dev ops
'Aldwin Lowry',female,2022-12-30,2022-12-31,'Earned leave','Brenda Jefferson',dev ops
'Aldwin Lowry',female,2022-08-27,2022-08-28,'Casual Leave','Brenda Jefferson',dev ops
'Aldwin Lowry',female,2022-07-11,2022-07-12,'Earned leave','Brenda Jefferson',dev ops
'Aldwin Lowry',female,2022-11-18,2022-11-19,'Casual Leave','Brenda Jefferson',dev ops
'Paulette Wakeman',female,2022-01-09,2022-01-10,'Casual Leave','Tammy Carey',consulting
'Paulette Wakeman',female,2022-03-14,2022-03-15,'Casual Leave','Tammy Carey',consulting
'Paulette Wakeman',female,2022-02-02,2022-02-04,'Earned leave','Tammy Carey',consulting
'Paulette Wakeman',female,2022-06-19,2022-06-20,'Earned leave','Tammy Carey',consulting
'Paulette Wakeman',female,2022-06-09,2022-06-09,'Casual Leave','Tammy Carey',consulting
'Paulette Wakeman',female,2022-04-15,2022-04-15,'Casual Leave','Tammy Carey',consulting
'Paulette Wakeman',female,2022-06-11,2022-06-13,'Earned leave','Tammy Carey',consulting
'Paulette Wakeman',female,2022-01-21,2022-01-21,'Earned leave','Tammy Carey',consulting
'Paulette Wakeman',female,2022-02-11,2022-02-13,'Casual Leave','Tammy Carey',consulting
'Paulette Wakeman',female,2022-03-23,2022-03-24,'Sick Leave','Tammy Carey',consulting
'Paulette Wakeman',female,2022-02-18,2022-02-19,'Casual Leave','Tammy Carey',consulting
'Paulette Wakeman',female,2023-05-30,2023-06-01,'Casual Leave','Tammy Carey',consulting
'Paulette Wakeman',female,2023-06-15,2023-06-17,'Casual Leave','Tammy Carey',consulting
'Paulette Wakeman',female,2023-03-22,2023-03-23,'Earned leave','Tammy Carey',consulting
'Paulette Wakeman',female,2023-01-10,2023-01-11,'Earned leave','Tammy Carey',consulting
'Paulette Wakeman',female,2023-05-12,2023-05-13,'Earned leave','Tammy Carey',consulting
'Paulette Wakeman',female,2023-02-10,2023-02-11,'Earned leave','Tammy Carey',consulting
'Paulette Wakeman',female,2023-04-24,2023-04-25,'Sick Leave','Tammy Carey',consulting
'Paulette Wakeman',female,2023-03-28,2023-03-30,'Earned leave','Tammy Carey',consulting
'Paulette Wakeman',female,2022-07-22,2022-07-23,'Sick Leave','Tammy Carey',consulting
'Paulette Wakeman',female,2022-08-03,2022-08-04,'Earned leave','Tammy Carey',consulting
'Paulette Wakeman',female,2022-07-01,2022-07-01,'Casual Leave','Tammy Carey',consulting
'Paulette Wakeman',female,2022-10-08,2022-10-09,'Sick Leave','Tammy Carey',consulting
'Paulette Wakeman',female,2022-07-11,2022-07-13,'Sick Leave','Tammy Carey',consulting
'Paulette Wakeman',female,2022-07-23,2022-07-23,'Earned leave','Tammy Carey',consulting
'Paulette Wakeman',female,2022-08-14,2022-08-15,'Casual Leave','Tammy Carey',consulting
'Paulette Wakeman',female,2022-10-08,2022-10-09,'Casual Leave','Tammy Carey',consulting
'Fionnula Ranken',male,2022-03-19,2022-03-20,'Sick Leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2022-06-20,2022-06-21,'Casual Leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2022-01-25,2022-01-25,'Earned leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2022-05-04,2022-05-04,'Sick Leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2022-05-17,2022-05-19,'Earned leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2022-06-14,2022-06-16,'Earned leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2022-05-05,2022-05-06,'Earned leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2022-03-24,2022-03-24,'Sick Leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2022-04-26,2022-04-26,'Earned leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2022-04-15,2022-04-16,'Earned leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2022-03-07,2022-03-09,'Casual Leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2022-04-06,2022-04-06,'Sick Leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2022-06-25,2022-06-26,'Casual Leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2023-02-21,2023-02-21,'Casual Leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2023-01-18,2023-01-18,'Earned leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2023-05-30,2023-05-30,'Sick Leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2023-06-06,2023-06-06,'Earned leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2023-03-11,2023-03-11,'Casual Leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2023-05-16,2023-05-16,'Sick Leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2023-05-16,2023-05-17,'Casual Leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2022-07-02,2022-07-02,'Sick Leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2022-11-20,2022-11-22,'Sick Leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2022-10-01,2022-10-02,'Earned leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2022-12-30,2023-01-01,'Sick Leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2022-11-05,2022-11-06,'Earned leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2022-12-05,2022-12-05,'Sick Leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2022-12-28,2022-12-29,'Earned leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2022-11-25,2022-11-27,'Earned leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2022-12-08,2022-12-10,'Sick Leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2022-10-01,2022-10-01,'Earned leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2022-08-29,2022-08-29,'Sick Leave','Juan Myers DVM',consulting
'Fionnula Ranken',male,2022-12-21,2022-12-22,'Sick Leave','Juan Myers DVM',consulting
'Valaree Ruddick',female,2022-04-24,2022-04-25,'Casual Leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2022-01-15,2022-01-16,'Sick Leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2022-05-08,2022-05-08,'Sick Leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2022-01-14,2022-01-14,'Sick Leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2022-01-18,2022-01-18,'Sick Leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2022-02-14,2022-02-14,'Sick Leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2022-01-19,2022-01-19,'Casual Leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2022-03-17,2022-03-18,'Sick Leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2022-03-02,2022-03-02,'Earned leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2022-01-01,2022-01-02,'Casual Leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2022-02-28,2022-03-02,'Casual Leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2022-01-10,2022-01-11,'Sick Leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2022-04-20,2022-04-20,'Earned leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2022-06-23,2022-06-24,'Sick Leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2022-06-27,2022-06-29,'Earned leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2022-02-17,2022-02-18,'Earned leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2023-01-14,2023-01-14,'Earned leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2023-03-08,2023-03-10,'Earned leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2023-06-27,2023-06-28,'Casual Leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2023-01-02,2023-01-02,'Earned leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2023-06-03,2023-06-03,'Earned leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2023-01-30,2023-01-31,'Sick Leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2023-03-21,2023-03-22,'Sick Leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2023-01-31,2023-02-01,'Earned leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2023-06-12,2023-06-14,'Sick Leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2023-06-13,2023-06-13,'Sick Leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2023-03-30,2023-03-30,'Casual Leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2023-02-07,2023-02-08,'Sick Leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2022-07-01,2022-07-02,'Earned leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2022-10-20,2022-10-20,'Sick Leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2022-09-06,2022-09-08,'Earned leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2022-12-18,2022-12-19,'Earned leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2022-07-30,2022-08-01,'Sick Leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2022-07-31,2022-07-31,'Sick Leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2022-09-07,2022-09-07,'Casual Leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2022-08-06,2022-08-07,'Casual Leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2022-11-27,2022-11-28,'Casual Leave','Juan Myers DVM',Platform team
'Valaree Ruddick',female,2022-10-05,2022-10-05,'Casual Leave','Juan Myers DVM',Platform team
'Terry Kamen',male,2022-04-23,2022-04-25,'Casual Leave','Sabrina Martin',Finance
'Terry Kamen',male,2022-06-23,2022-06-24,'Casual Leave','Sabrina Martin',Finance
'Terry Kamen',male,2022-06-15,2022-06-16,'Sick Leave','Sabrina Martin',Finance
'Terry Kamen',male,2022-04-17,2022-04-19,'Earned leave','Sabrina Martin',Finance
'Terry Kamen',male,2022-04-14,2022-04-14,'Earned leave','Sabrina Martin',Finance
'Terry Kamen',male,2022-05-13,2022-05-15,'Sick Leave','Sabrina Martin',Finance
'Terry Kamen',male,2022-05-13,2022-05-13,'Earned leave','Sabrina Martin',Finance
'Terry Kamen',male,2022-02-08,2022-02-08,'Sick Leave','Sabrina Martin',Finance
'Terry Kamen',male,2022-05-28,2022-05-28,'Sick Leave','Sabrina Martin',Finance
'Terry Kamen',male,2022-03-31,2022-04-01,'Casual Leave','Sabrina Martin',Finance
'Terry Kamen',male,2023-03-13,2023-03-14,'Sick Leave','Sabrina Martin',Finance
'Terry Kamen',male,2023-05-19,2023-05-20,'Sick Leave','Sabrina Martin',Finance
'Terry Kamen',male,2023-06-07,2023-06-08,'Earned leave','Sabrina Martin',Finance
'Terry Kamen',male,2022-08-25,2022-08-26,'Sick Leave','Sabrina Martin',Finance
'Terry Kamen',male,2022-08-16,2022-08-16,'Sick Leave','Sabrina Martin',Finance
'Terry Kamen',male,2022-07-27,2022-07-27,'Casual Leave','Sabrina Martin',Finance
'Terry Kamen',male,2022-07-11,2022-07-13,'Earned leave','Sabrina Martin',Finance
'Terry Kamen',male,2022-09-14,2022-09-14,'Sick Leave','Sabrina Martin',Finance
'Terry Kamen',male,2022-11-28,2022-11-29,'Casual Leave','Sabrina Martin',Finance
'Terry Kamen',male,2022-07-02,2022-07-02,'Casual Leave','Sabrina Martin',Finance
'Austin Brazear',female,2022-03-05,2022-03-06,'Sick Leave','Alex Gonzalez',HR
'Austin Brazear',female,2022-04-15,2022-04-16,'Casual Leave','Alex Gonzalez',HR
'Austin Brazear',female,2022-05-02,2022-05-03,'Casual Leave','Alex Gonzalez',HR
'Austin Brazear',female,2022-04-16,2022-04-17,'Earned leave','Alex Gonzalez',HR
'Austin Brazear',female,2022-04-22,2022-04-22,'Sick Leave','Alex Gonzalez',HR
'Austin Brazear',female,2022-01-27,2022-01-28,'Casual Leave','Alex Gonzalez',HR
'Austin Brazear',female,2022-01-27,2022-01-28,'Casual Leave','Alex Gonzalez',HR
'Austin Brazear',female,2022-04-15,2022-04-15,'Earned leave','Alex Gonzalez',HR
'Austin Brazear',female,2022-06-03,2022-06-04,'Sick Leave','Alex Gonzalez',HR
'Austin Brazear',female,2022-01-13,2022-01-14,'Casual Leave','Alex Gonzalez',HR
'Austin Brazear',female,2022-02-26,2022-02-28,'Sick Leave','Alex Gonzalez',HR
'Austin Brazear',female,2022-04-29,2022-04-30,'Casual Leave','Alex Gonzalez',HR
'Austin Brazear',female,2023-06-04,2023-06-05,'Earned leave','Alex Gonzalez',HR
'Austin Brazear',female,2023-04-12,2023-04-13,'Casual Leave','Alex Gonzalez',HR
'Austin Brazear',female,2023-05-29,2023-05-29,'Casual Leave','Alex Gonzalez',HR
'Austin Brazear',female,2023-05-03,2023-05-04,'Earned leave','Alex Gonzalez',HR
'Austin Brazear',female,2023-04-04,2023-04-06,'Sick Leave','Alex Gonzalez',HR
'Austin Brazear',female,2023-06-19,2023-06-19,'Casual Leave','Alex Gonzalez',HR
'Austin Brazear',female,2023-04-19,2023-04-20,'Earned leave','Alex Gonzalez',HR
'Austin Brazear',female,2023-04-04,2023-04-05,'Earned leave','Alex Gonzalez',HR
'Austin Brazear',female,2023-04-26,2023-04-28,'Sick Leave','Alex Gonzalez',HR
'Austin Brazear',female,2022-09-28,2022-09-28,'Casual Leave','Alex Gonzalez',HR
'Austin Brazear',female,2022-09-04,2022-09-05,'Sick Leave','Alex Gonzalez',HR
'Austin Brazear',female,2022-07-12,2022-07-14,'Sick Leave','Alex Gonzalez',HR
'Austin Brazear',female,2022-09-28,2022-09-29,'Sick Leave','Alex Gonzalez',HR
'Austin Brazear',female,2022-07-26,2022-07-26,'Casual Leave','Alex Gonzalez',HR
'Austin Brazear',female,2022-12-20,2022-12-21,'Earned leave','Alex Gonzalez',HR
'Austin Brazear',female,2022-10-09,2022-10-11,'Earned leave','Alex Gonzalez',HR
'Miran Menhenitt',female,2022-04-07,2022-04-08,'Sick Leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2022-03-19,2022-03-19,'Casual Leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2022-06-25,2022-06-26,'Earned leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2022-02-27,2022-02-27,'Earned leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2022-03-08,2022-03-10,'Sick Leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2022-05-22,2022-05-23,'Earned leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2022-02-21,2022-02-22,'Sick Leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2022-05-03,2022-05-04,'Sick Leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2022-05-30,2022-05-31,'Earned leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2022-01-01,2022-01-02,'Earned leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2023-01-31,2023-02-01,'Sick Leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2023-06-15,2023-06-15,'Earned leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2023-01-31,2023-01-31,'Earned leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2023-05-28,2023-05-29,'Earned leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2023-03-18,2023-03-19,'Casual Leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2023-03-19,2023-03-20,'Earned leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2023-01-16,2023-01-17,'Sick Leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2023-01-18,2023-01-20,'Casual Leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2023-02-26,2023-02-26,'Earned leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2023-01-16,2023-01-17,'Earned leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2023-04-01,2023-04-02,'Sick Leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2023-06-04,2023-06-04,'Casual Leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2023-04-01,2023-04-01,'Sick Leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2022-10-06,2022-10-07,'Sick Leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2022-07-29,2022-07-30,'Earned leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2022-08-08,2022-08-10,'Sick Leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2022-08-10,2022-08-10,'Casual Leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2022-11-03,2022-11-05,'Sick Leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2022-11-23,2022-11-24,'Casual Leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2022-12-06,2022-12-07,'Casual Leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2022-11-20,2022-11-20,'Earned leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2022-07-24,2022-07-25,'Casual Leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2022-09-02,2022-09-04,'Earned leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2022-11-18,2022-11-19,'Casual Leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2022-07-21,2022-07-23,'Casual Leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2022-09-17,2022-09-19,'Earned leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2022-09-20,2022-09-20,'Earned leave','Curtis Gardner',consulting
'Miran Menhenitt',female,2022-09-01,2022-09-02,'Sick Leave','Curtis Gardner',consulting
'Danya Spick',female,2022-05-23,2022-05-24,'Casual Leave','Brenda Jefferson',Data engineering
'Danya Spick',female,2022-01-19,2022-01-21,'Earned leave','Brenda Jefferson',Data engineering
'Danya Spick',female,2022-04-24,2022-04-25,'Sick Leave','Brenda Jefferson',Data engineering
'Danya Spick',female,2022-05-24,2022-05-26,'Casual Leave','Brenda Jefferson',Data engineering
'Danya Spick',female,2022-04-14,2022-04-16,'Sick Leave','Brenda Jefferson',Data engineering
'Danya Spick',female,2022-05-05,2022-05-06,'Casual Leave','Brenda Jefferson',Data engineering
'Danya Spick',female,2022-02-16,2022-02-16,'Casual Leave','Brenda Jefferson',Data engineering
'Danya Spick',female,2022-06-08,2022-06-10,'Casual Leave','Brenda Jefferson',Data engineering
'Danya Spick',female,2022-01-23,2022-01-24,'Casual Leave','Brenda Jefferson',Data engineering
'Danya Spick',female,2023-02-23,2023-02-24,'Earned leave','Brenda Jefferson',Data engineering
'Danya Spick',female,2023-06-23,2023-06-25,'Casual Leave','Brenda Jefferson',Data engineering
'Danya Spick',female,2023-04-02,2023-04-02,'Earned leave','Brenda Jefferson',Data engineering
'Danya Spick',female,2023-05-25,2023-05-25,'Sick Leave','Brenda Jefferson',Data engineering
'Danya Spick',female,2023-01-04,2023-01-04,'Earned leave','Brenda Jefferson',Data engineering
'Danya Spick',female,2023-06-10,2023-06-10,'Earned leave','Brenda Jefferson',Data engineering
'Danya Spick',female,2023-01-31,2023-02-01,'Earned leave','Brenda Jefferson',Data engineering
'Danya Spick',female,2022-10-17,2022-10-18,'Casual Leave','Brenda Jefferson',Data engineering
'Danya Spick',female,2022-12-26,2022-12-26,'Casual Leave','Brenda Jefferson',Data engineering
'Danya Spick',female,2022-10-16,2022-10-18,'Sick Leave','Brenda Jefferson',Data engineering
'Danya Spick',female,2022-11-20,2022-11-22,'Casual Leave','Brenda Jefferson',Data engineering
Raynor O'Hanley,male,2022-06-07,2022-06-07,'Casual Leave','David Davis',AI
Raynor O'Hanley,male,2022-01-07,2022-01-08,'Sick Leave','David Davis',AI
Raynor O'Hanley,male,2022-04-13,2022-04-15,'Casual Leave','David Davis',AI
Raynor O'Hanley,male,2022-01-23,2022-01-23,'Sick Leave','David Davis',AI
Raynor O'Hanley,male,2022-06-11,2022-06-11,'Sick Leave','David Davis',AI
Raynor O'Hanley,male,2022-06-27,2022-06-29,'Earned leave','David Davis',AI
Raynor O'Hanley,male,2022-03-02,2022-03-03,'Sick Leave','David Davis',AI
Raynor O'Hanley,male,2022-05-15,2022-05-16,'Earned leave','David Davis',AI
Raynor O'Hanley,male,2022-03-20,2022-03-21,'Sick Leave','David Davis',AI
Raynor O'Hanley,male,2022-01-23,2022-01-25,'Casual Leave','David Davis',AI
Raynor O'Hanley,male,2022-06-03,2022-06-05,'Earned leave','David Davis',AI
Raynor O'Hanley,male,2022-01-22,2022-01-23,'Casual Leave','David Davis',AI
Raynor O'Hanley,male,2022-03-23,2022-03-24,'Sick Leave','David Davis',AI
Raynor O'Hanley,male,2023-06-13,2023-06-13,'Sick Leave','David Davis',AI
Raynor O'Hanley,male,2023-05-08,2023-05-08,'Casual Leave','David Davis',AI
Raynor O'Hanley,male,2023-01-20,2023-01-21,'Sick Leave','David Davis',AI
Raynor O'Hanley,male,2023-01-24,2023-01-25,'Casual Leave','David Davis',AI
Raynor O'Hanley,male,2023-02-11,2023-02-12,'Sick Leave','David Davis',AI
Raynor O'Hanley,male,2023-06-11,2023-06-11,'Sick Leave','David Davis',AI
Raynor O'Hanley,male,2023-03-25,2023-03-25,'Casual Leave','David Davis',AI
Raynor O'Hanley,male,2022-10-06,2022-10-07,'Casual Leave','David Davis',AI
Raynor O'Hanley,male,2022-11-30,2022-12-01,'Casual Leave','David Davis',AI
Raynor O'Hanley,male,2022-09-16,2022-09-16,'Casual Leave','David Davis',AI
Raynor O'Hanley,male,2022-09-09,2022-09-10,'Casual Leave','David Davis',AI
Raynor O'Hanley,male,2022-09-23,2022-09-24,'Earned leave','David Davis',AI
Raynor O'Hanley,male,2022-08-19,2022-08-21,'Sick Leave','David Davis',AI
Raynor O'Hanley,male,2022-10-19,2022-10-19,'Sick Leave','David Davis',AI
Raynor O'Hanley,male,2022-09-09,2022-09-10,'Casual Leave','David Davis',AI
Raynor O'Hanley,male,2022-08-30,2022-08-31,'Sick Leave','David Davis',AI
Raynor O'Hanley,male,2022-07-07,2022-07-07,'Sick Leave','David Davis',AI
Raynor O'Hanley,male,2022-08-05,2022-08-06,'Sick Leave','David Davis',AI
Raynor O'Hanley,male,2022-09-08,2022-09-08,'Sick Leave','David Davis',AI
Raynor O'Hanley,male,2022-11-02,2022-11-03,'Earned leave','David Davis',AI
Raynor O'Hanley,male,2022-11-03,2022-11-04,'Earned leave','David Davis',AI
'Padget Lamball',male,2022-06-13,2022-06-13,'Sick Leave','Alex Gonzalez',HR
'Padget Lamball',male,2022-01-24,2022-01-26,'Earned leave','Alex Gonzalez',HR
'Padget Lamball',male,2022-04-23,2022-04-25,'Earned leave','Alex Gonzalez',HR
'Padget Lamball',male,2022-05-14,2022-05-16,'Casual Leave','Alex Gonzalez',HR
'Padget Lamball',male,2022-01-22,2022-01-24,'Casual Leave','Alex Gonzalez',HR
'Padget Lamball',male,2022-02-28,2022-03-01,'Casual Leave','Alex Gonzalez',HR
'Padget Lamball',male,2022-02-03,2022-02-04,'Casual Leave','Alex Gonzalez',HR
'Padget Lamball',male,2022-05-22,2022-05-23,'Earned leave','Alex Gonzalez',HR
'Padget Lamball',male,2022-05-30,2022-05-31,'Earned leave','Alex Gonzalez',HR
'Padget Lamball',male,2022-04-07,2022-04-08,'Casual Leave','Alex Gonzalez',HR
'Padget Lamball',male,2023-02-24,2023-02-24,'Earned leave','Alex Gonzalez',HR
'Padget Lamball',male,2023-02-17,2023-02-17,'Earned leave','Alex Gonzalez',HR
'Padget Lamball',male,2023-04-07,2023-04-08,'Earned leave','Alex Gonzalez',HR
'Padget Lamball',male,2023-06-24,2023-06-25,'Earned leave','Alex Gonzalez',HR
'Padget Lamball',male,2023-06-25,2023-06-26,'Earned leave','Alex Gonzalez',HR
'Padget Lamball',male,2023-03-19,2023-03-20,'Earned leave','Alex Gonzalez',HR
'Padget Lamball',male,2023-01-25,2023-01-26,'Casual Leave','Alex Gonzalez',HR
'Padget Lamball',male,2023-06-06,2023-06-06,'Sick Leave','Alex Gonzalez',HR
'Padget Lamball',male,2022-09-05,2022-09-06,'Earned leave','Alex Gonzalez',HR
'Padget Lamball',male,2022-10-06,2022-10-07,'Casual Leave','Alex Gonzalez',HR
'Padget Lamball',male,2022-10-07,2022-10-08,'Casual Leave','Alex Gonzalez',HR
'Padget Lamball',male,2022-11-18,2022-11-20,'Sick Leave','Alex Gonzalez',HR
'Padget Lamball',male,2022-12-13,2022-12-14,'Sick Leave','Alex Gonzalez',HR
'Padget Lamball',male,2022-07-07,2022-07-08,'Casual Leave','Alex Gonzalez',HR
'Padget Lamball',male,2022-11-06,2022-11-06,'Sick Leave','Alex Gonzalez',HR
'Padget Lamball',male,2022-10-30,2022-10-31,'Casual Leave','Alex Gonzalez',HR
'Padget Lamball',male,2022-10-12,2022-10-13,'Casual Leave','Alex Gonzalez',HR
'Harbert Walden',male,2022-06-20,2022-06-22,'Earned leave','Sabrina Martin',consulting
'Harbert Walden',male,2022-05-21,2022-05-21,'Sick Leave','Sabrina Martin',consulting
'Harbert Walden',male,2022-02-17,2022-02-18,'Casual Leave','Sabrina Martin',consulting
'Harbert Walden',male,2022-01-01,2022-01-01,'Casual Leave','Sabrina Martin',consulting
'Harbert Walden',male,2022-01-23,2022-01-23,'Earned leave','Sabrina Martin',consulting
'Harbert Walden',male,2022-04-27,2022-04-27,'Earned leave','Sabrina Martin',consulting
'Harbert Walden',male,2022-03-16,2022-03-18,'Casual Leave','Sabrina Martin',consulting
'Harbert Walden',male,2022-02-22,2022-02-22,'Sick Leave','Sabrina Martin',consulting
'Harbert Walden',male,2022-06-02,2022-06-02,'Earned leave','Sabrina Martin',consulting
'Harbert Walden',male,2022-05-15,2022-05-17,'Earned leave','Sabrina Martin',consulting
'Harbert Walden',male,2022-04-02,2022-04-04,'Casual Leave','Sabrina Martin',consulting
'Harbert Walden',male,2022-05-21,2022-05-23,'Casual Leave','Sabrina Martin',consulting
